count,year,make,series,type,model,motor
2104,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2105,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2106,2006,BMW,7 Series,Sedan  ,750i,MOTOR(4.8L 8cyl 6A)
2107,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2108,2006,BMW,7 Series,Sedan  ,750i,MOTOR(4.8L 8cyl 6A)
2109,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2110,2006,BMW,7 Series,Sedan  ,750i,MOTOR(4.8L 8cyl 6A)
2111,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2112,2006,BMW,7 Series,Sedan  ,750i,MOTOR(4.8L 8cyl 6A)
2113,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2114,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2115,2006,BMW,7 Series,Sedan  ,750i,MOTOR(4.8L 8cyl 6A)
2116,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2117,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2118,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2119,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2120,2006,BMW,7 Series,Sedan  ,760Li,MOTOR(6.0L 12cyl 6A)
2121,2006,BMW,7 Series,Sedan  ,750Li,MOTOR(4.8L 8cyl 6A)
2122,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2123,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2124,2009,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2125,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2126,2009,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2127,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2128,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2129,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2130,2009,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2131,2009,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2132,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2133,2009,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2134,2009,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2135,2009,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2136,2010,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2137,2010,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2138,2010,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2139,2010,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2140,2010,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2141,2010,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2142,2010,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2143,2010,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2144,2010,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2145,2010,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2146,2010,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2147,2010,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 6A)
2148,2010,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2149,2010,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2150,2010,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2151,2011,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 6A)
2152,2011,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2153,2011,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2154,2011,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 6A)
2155,2011,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2156,2011,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2157,2011,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2158,2011,BMW,7 Series,Sedan  ,740Li,MOTOR(3.0L 6cyl Turbo 6A)
2159,2011,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2160,2011,BMW,7 Series,Sedan  ,750Li xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2161,2011,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2162,2011,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2163,2011,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 6A)
2164,2011,BMW,7 Series,Sedan  ,740Li,MOTOR(3.0L 6cyl Turbo 6A)
2165,2011,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 6A)
2166,2011,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 6A)
2167,2011,BMW,7 Series,Sedan  ,740Li,MOTOR(3.0L 6cyl Turbo 6A)
2168,2011,BMW,7 Series,Sedan  ,750Li,MOTOR(4.4L 8cyl Turbo 6A)
2169,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2170,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2171,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2172,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2173,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2174,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2175,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2176,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2177,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2178,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2179,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2180,1997,BMW,7 Series,Sedan  ,750iL,MOTOR
2181,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2182,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2183,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2184,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2185,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2186,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2187,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2188,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2189,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2190,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2191,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2192,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2193,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2194,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2195,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2196,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2197,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2198,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2199,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2200,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2201,1997,BMW,7 Series,Sedan  ,740i,MOTOR
2202,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2203,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2204,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2205,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2206,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2207,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2208,1997,BMW,7 Series,Sedan  ,740iL,MOTOR
2209,2017,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 8A)
2210,2017,BMW,7 Series,Sedan  ,740i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
2211,2017,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 8A)
2212,2017,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 8A)
2213,2017,BMW,7 Series,Sedan  ,M760i xDrive,MOTOR(6.6L 12cyl Turbo 8A)
2214,2018,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 8A)
2215,2018,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 8A)
2216,2018,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 8A)
2217,2018,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 8A)
2218,2013,BMW,7 Series,Sedan  ,760Li,MOTOR(6.0L 12cyl Turbo 8A)
2219,2013,BMW,7 Series,Sedan  ,740i,MOTOR(3.0L 6cyl Turbo 8A)
2220,2013,BMW,7 Series,Sedan  ,750i xDrive ,MOTOR(4.4L 8cyl Turbo 8A)
2221,2013,BMW,7 Series,Sedan  ,750i,MOTOR(4.4L 8cyl Turbo 8A)
2222,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2223,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2224,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2225,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2226,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2227,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2228,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2229,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2230,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2231,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2232,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2233,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2234,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2235,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2236,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2237,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2238,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2239,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2240,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2241,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2242,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2243,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2244,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2245,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2246,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2247,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2248,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2249,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2250,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2251,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2252,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2253,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2254,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2255,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2256,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2257,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2258,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2259,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2260,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2261,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2262,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2263,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2264,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2265,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2266,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2267,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2268,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2269,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2270,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2271,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2272,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2273,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2274,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2275,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2276,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2277,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2278,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2279,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2280,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2281,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2282,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2283,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2284,1998,BMW,7 Series,Sedan  ,750iL,MOTOR
2285,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2286,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2287,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2288,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2289,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2290,1998,BMW,7 Series,Sedan  ,740iL,MOTOR
2291,1998,BMW,7 Series,Sedan  ,740i,MOTOR
2292,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2293,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2294,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2295,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2296,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2297,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2298,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2299,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2300,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2301,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2302,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2303,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2304,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2305,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2306,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2307,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2308,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2309,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2310,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2311,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2312,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2313,2003,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2314,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2315,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2316,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2317,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2318,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2319,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2320,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2321,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2322,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2323,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2324,2002,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2325,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2326,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2327,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2328,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2329,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2330,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2331,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2332,2001,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR(4.9L 8cyl 6M)
2333,2000,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR
2334,2000,BMW,Z8,Convertible  ,Z8 Roadster            ,MOTOR
2335,2016,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2336,2016,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2337,2016,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2338,2016,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2339,2016,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2340,2016,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2341,2016,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2342,2015,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2343,2015,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2344,2015,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2345,2015,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2346,2015,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2347,2015,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2348,2015,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2349,2015,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2350,2017,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2351,2017,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2352,2018,BMW,M4,Coupe  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2353,2018,BMW,M4,Convertible  ,M4             ,MOTOR(3.0L 6cyl Turbo 6M)
2354,2014,BMW,M6,Coupe  ,M6             ,MOTOR(4.4L 8cyl Turbo 7AM)
2355,2007,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2356,2007,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2357,2007,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2358,2007,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2359,2007,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2360,2007,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2361,2007,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2362,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2363,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2364,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2365,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2366,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2367,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2368,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2369,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2370,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2371,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2372,2007,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2373,2016,BMW,M6,Coupe  ,M6             ,MOTOR(4.4L 8cyl Turbo 7AM)
2374,2016,BMW,M6,Convertible  ,M6             ,MOTOR(4.4L 8cyl Turbo 7AM)
2375,2008,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2376,2008,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2377,2008,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2378,2008,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2379,2008,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2380,2008,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2381,2008,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2382,2008,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2383,2008,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2384,2006,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2385,2006,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2386,2006,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2387,2006,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2388,2006,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2389,2006,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2390,2006,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2391,2009,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2392,2009,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2393,2009,BMW,M6,Convertible  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2394,2010,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2395,2010,BMW,M6,Coupe  ,M6             ,MOTOR(5.0L 10cyl 7AM)
2396,2013,BMW,M6,Coupe  ,M6             ,MOTOR(4.4L 8cyl Turbo 7AM)
2397,2013,BMW,M6,Convertible  ,M6             ,MOTOR(4.4L 8cyl Turbo 7AM)
2398,2013,BMW,M6,Convertible  ,M6             ,MOTOR(4.4L 8cyl Turbo 7AM)
2399,2013,BMW,M6,Convertible  ,M6             ,MOTOR(4.4L 8cyl Turbo 7AM)
2400,2014,BMW,4 Series,Coupe  ,435i,MOTOR(3.0L 6cyl Turbo 8A)
2401,2014,BMW,4 Series,Coupe  ,428i,MOTOR(2.0L 4cyl Turbo 8A)
2402,2014,BMW,4 Series,Coupe  ,435i,MOTOR(3.0L 6cyl Turbo 8A)
2403,2014,BMW,4 Series,Coupe  ,435i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
2404,2014,BMW,4 Series,Coupe  ,435i,MOTOR(3.0L 6cyl Turbo 8A)
2405,2014,BMW,4 Series,Coupe  ,428i ,MOTOR(2.0L 4cyl Turbo 8A)
2406,2014,BMW,4 Series,Coupe  ,428i xDrive ,MOTOR(2.0L 4cyl Turbo 8A)
2407,2014,BMW,4 Series,Coupe  ,435i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
2408,2014,BMW,4 Series,Coupe  ,435i,MOTOR(3.0L 6cyl Turbo 8A)
2409,2014,BMW,4 Series,Coupe  ,435i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
2410,2014,BMW,4 Series,Coupe  ,435i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
2411,2014,BMW,4 Series,Coupe  ,428i,MOTOR(2.0L 4cyl Turbo 8A)
2412,2014,BMW,4 Series,Convertible  ,428i ,MOTOR(2.0L 4cyl Turbo 8A)
2413,2016,BMW,4 Series,Coupe  ,435i,MOTOR(3.0L 6cyl Turbo 8A)
2414,2016,BMW,4 Series,Coupe  ,435i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
2415,2016,BMW,4 Series,Coupe  ,435i,MOTOR(3.0L 6cyl Turbo 8A)
2416,2016,BMW,4 Series,Coupe  ,428i xDrive  ,MOTOR(2.0L 4cyl Turbo 8A)
2417,2016,BMW,4 Series,Coupe  ,428i ,MOTOR(2.0L 4cyl Turbo 8A)
2418,2016,BMW,4 Series,Coupe  ,428i ,MOTOR(2.0L 4cyl Turbo 8A)
2419,2016,BMW,4 Series,Coupe  ,428i,MOTOR(2.0L 4cyl Turbo 6M)
2420,2016,BMW,4 Series,Coupe  ,428i ,MOTOR(2.0L 4cyl Turbo 8A)
2421,2016,BMW,4 Series,Coupe  ,428i,MOTOR(2.0L 4cyl Turbo 6M)
2422,2016,BMW,4 Series,Coupe  ,428i ,MOTOR(2.0L 4cyl Turbo 8A)
2423,2016,BMW,4 Series,Convertible  ,428i ,MOTOR(2.0L 4cyl Turbo 8A)
2424,2016,BMW,4 Series,Convertible  ,435i xDrive ,MOTOR(3.0L 6cyl Turbo 8A)
